text,http_urls,years
Buurtbewoners in de Franse plaats Arles wilden schilder Vincent van Gogh laten opsluiten. Ze stelden een petitie op en stuurden het aan de burgemeester om hem achter slot en grendel te krijgen. Ze beweerden dat hij dronk en vrouwen betastte. Hij is zelfs een keer in verwarring een ander huis binnengelopen.,https://www.vangoghroute.nl/frankrijk/arles/het-gele-huis/?v=mobile,
"Na enkele jaren voor kunsthandel Goupil & Cie in Den Haag gewerkt te hebben, werd Vincent van Gogh in mei 1873 overgeplaatst naar het Londense filiaal. Met pijn in zijn hart verliet hij Den Haag en zijn dierbaren daar, maar hij ging tegelijkertijd met vertrouwen het avontuur in Londen aan.

Daar was zijn werk weliswaar minder interessant dan in Den Haag, maar hij genoot met volle teugen van de Engelse manier van leven, van Londen met zijn prachtige parken en interessante musea. Langzaamaan ontdekte hij de Engelse kunst en literatuur. Jaren later zou hij dan ook verzuchten dat hij veel van Londen was gaan houden.",https://www.vangoghroute.nl/engeland/londen/?v=mobile,1873
"Vincent schreef een paar keer over Hyde Park, dat ongetwijfeld een bepaald poëtisch gevoel in hem opriep. Over het aanblik van het park in de vroege ochtend schreef hij:

""Toen het licht werd was ik in Hydepark en daar vielen de bladeren reeds van de boomen en de wilde wingerd was zoo prachtig rood tegen de huizen en het mistte.""

Met name de lange ruiterlaan in Hyde Park, Rotten Row, vond hij mooi.",https://www.vangoghroute.nl/engeland/londen/hyde-park/?v=mobile,
"Toen Vincent in 1876 in Isleworth woonde, kwam hij nog weleens in Londen en bezocht dan onder andere de zaak waar hij zelf ook gewerkt had. Daar zag hij dan bijvoorbeeld werken die vanuit Nederland naar Londen waren gezonden. Vincent merkte bij het zien van de typisch Hollandse landschappen op dat het een genot was ""Hollandsche steden en weilanden"" weer eens te zien.",https://www.vangoghroute.nl/engeland/londen/goupil-cie-bedford-street/,1876
"Medici discussiëren al sinds de dood van Van Gogh in 1890 over wat hem precies mankeerde. ""Artsen dachten destijds dat hij leed aan epilepsie. Na zijn dood hebben anderen zich ook over zijn gesteldheid gebogen. Was hij manisch depressief? Psychotisch? Borderline? Zeker was dat hij soms dagen in de war was, wartaal sprak. Leed aan waanvoorstellingen en ook dingen hoorde. Hij herkende mensen dan niet meer"".",https://www.vangoghroute.nl/nederland/amsterdam/trippenhuis/?v=mobile,1890
"Vincent kwam speciaal naar Den Haag om van kunstenaar Anton Mauve (1838–1888), die getrouwd was met Vincents nicht Ariëtte 'Jet' Sophia Jeanette Carbentus (1856-1894), les en aanwijzingen in de schilderkunst te krijgen. Na een vruchtbaar verblijf van drie weken keerde hij terug naar zijn ouders in Etten. Dat zou niet lang duren: Vincent kreeg ruzie met zijn vader en dat liep zo uit de hand dat Vincent rechtsomkeer naar Den Haag maakte en weer aanklopte bij Mauve, Vincent vond al snel een eigen atelier. Contacten met andere kunstenaars als Bernardus Johannes Blommers, Théophile de Bock, Jan Hendrik Weissenbruch, Herman van der Weele en de eerder genoemde Mauve speelden een belangrijke rol voor zijn eigen artistieke ontwikkeling. Hij werd buitengewoon lid van kunstenaarsvereniging Pulchri Studio. Van zijn oom Cornelis 'Cor' Marinus van Gogh (in de brieven vaak C.M. genoemd) kreeg hij zijn eerste betaalde opdracht om stadsgezichten te maken. Naast het leven in de stad dat hij maar al te graag weergaf in tekeningen, werkte hij graag in Scheveningen.",https://www.vangoghroute.nl/nederland/den-haag/,"1838, 1888, 1856, 1894"
"Toen Theo van Gogh in november 1878 van Parijs naar Nederland reisde, maakte hij een tussenstop in Brussel om daar zijn broer Vincent op te zoeken. Samen bezochten zij het Musée des Beaux Arts waar Vincent onder de indruk was van ""zooveel merkwaardige schilderijen"" die hij zag. In een brief aan zijn broer noemde hij het werk van de kunstenaars Charles De Groux (1825–1870), Henri Leys (1815–1869) en Joseph Théodore Coosemans (1828–1904) in het bijzonder.

Tweeënhalf jaar later, in het voorjaar van 1881, bezocht Vincent het museum opnieuw.",https://www.vangoghroute.nl/belgie/brussel/museum/,"1878, 1825, 1870, 1815, 1869, 1828, 1904, 1881"
"Vincent vertrok in het najaar van 1883 vanuit Den Haag naar Drenthe, waar hij drie maanden zou verblijven. Toch heeft de relatief korte periode die hij hier verbleef een onuitwisbare indruk op hem gemaakt.

Geïnspireerd door onder andere zijn vriend Anthon van Rappard (1858-1892) en deels gedreven door het idee dat het leven goedkoper zou zijn in Drenthe arriveerde Vincent op 11 september 1883 per trein in Hoogeveen vanuit zijn voormalige woon- en werkplaats Den Haag. Hij had afscheid genomen van zijn vriendin Sien en haar kinderen en nam zijn intrek in het logement van Albertus Hartsuiker (1827-1902). Na circa twee weken in Hoogeveen te hebben doorgebracht en de omgeving daar te hebben verkend, besloot hij dieper Drenthe in te trekken.",https://www.vangoghroute.nl/nederland/drenthe/?v=mobile,"1883, 1858, 1892, 1883, 1827, 1902"
"Er zijn ruim 35 zelfportretten en maar één foto van Vincent. Er is maar één portretfoto van Vincent bewaard gebleven: hij is dan 19 jaar en kijkt wat nors. Verder weten we vooral hoe hij eruitzag, omdat hij zichzelf zo vaak heeft geschilderd.

Er zijn maar liefst zo'n 35 zelfportretten van hem bekend. Daarop is te zien dat hij rood haar had, groene ogen en een hoekig gezicht. Maar toch zijn de gezichten steeds verschillend. Vincent schreef zelf:

""Ze zeggen - en dat geloof ik heel graag - dat het moeilijk is jezelf te kennen - maar het is evenmin eenvoudig jezelf te schilderen"".",https://www.vangoghroute.nl/frankrijk/arles/la-gare/?v=mobile,
"Vincent schilderde vanaf het voorjaar van 1887 veel buiten de stad Parijs in het dorpje Asnières.
Sinds Vincents aankomst in Parijs in februari 1886 had hij voornamelijk in en rond Montmartre geschilderd, de wijk waar hij woonde. Vanaf het voorjaar van 1887 kwam daar verandering in en ging hij regelmatig de stad uit en schilderde en tekende dan graag in Asnières, een dorpje zes kilometer ten noorden van Parijs aan de oevers van de Seine dat populair was bij dagjesmensen uit de stad. Hoewel er een treinverbinding was, wandelde Vincent altijd heen en weer. Paul Signac, wiens familie in Asnières woonde, herinnerde zich:

""…we schilderden langs de waterkant; we aten in de uitspanning en keerden te voet naar Parijs terug, langs de avenues van Saint-Ouen en van Clichy. Van Gogh, gekleed in een blauwe kiel van een loodgieter, had kleine verfstippen op de mouwen geschilderd. Dicht tegen me aanlopend riep en gesticuleerde hij, zwaaiend met zijn grote, nog natte doek: en hij polychromeerde daarmee zichzelf en de voorbijgangers.""",https://www.vangoghroute.nl/frankrijk/parijs/asnieres/,"1887, 1886, 1887"
Veruit de belangrijkste periode die Vincent in Etten doorbracht was de zomer van 1881. Hij was toen al beginnend kunstenaar en tekende veel in de omgeving en met modellen uit het dorp. Zijn vriend Anthon van Rappard kwam hem opzoeken en ze werkten samen. In die zomer logeerde Vincents nicht Kee Vos bij de familie en Vincent werd smoorverliefd op haar.,https://www.vangoghroute.nl/nederland/etten/,1881
"In 1876 verwoordde Vincent in twee brieven aan zijn broer zijn herinneringen aan het moment dat zijn vader hem wegbracht naar de kostschool:

""Het was een herfstdag en ik stond op de stoep van de school van den Heer Provily het rijtuig waarin Pa en Moe naar huis reden na te kijken. Dat geele karretje zag men in de verte op den langen weg, nat na den regen, met dunne boomen aan weerskanten, die door de weilanden heenloopt. De grijze lucht boven alles, spiegelde in de plassen.""",https://www.vangoghroute.nl/nederland/zevenbergen/kostschool/?v=mobile,1876
"In juli 1874 was Vincent van Goghs zusje Anna ook naar Londen gekomen, ze woonden toen samen in het kosthuis bij de familie Loyer. Over de komst van Anna verheugde Vincent zich:

""Ik verlang er zoo naar haar wat meer te kennen dan ik nu doe, want eigentlijk hebben we in de laatste jaren maar heel weinig van elkaar gezien & kennen we elkaar maar half.""

Al vrij snel na Anna's komst verhuisden zij naar het pension van John Parker en zijn vrouw aan 395 Kennington Road: een huis dat helemaal met klimop begroeid was. Samen wandelden ze veel. Anna woonde slechts twee weken met Vincent bij de Parkers, want daarna vond ze een baan in Welwyn, waar ze naartoe verhuisde. Vincent werd op zijn beurt tijdelijk overgeplaatst naar Goupil & Cie in Parijs. Bij terugkomst in Londen in januari 1875 nam hij weer intrek bij de Parkers op Kennington Road. Anna kwam nog weleens op bezoek, maar klaagde over Vincents humeur.

In april 1875 overleed de dertienjarige dochter van meneer en mevrouw Parker aan een longontsteking. Diezelfde dag maakte Vincent een schets van Streatham Common.",https://www.vangoghroute.nl/engeland/londen/kosthuis-parker/?v=mobile,"1874, 1875, 1875"
"Kunstenaar Anton Mauve (1838-1888) was getrouwd met een nicht van Vincent, Ariëtte 'Jet' Carbentus (1856-1894). De eerste keer dat Vincent in zijn brieven meldde dat hij kunstenaar Anton Mauve had bezocht was in de week van 26 augustus 1881. Er was direct sprake van wederzijdse interesse.

In december 1881 gaat Vincent drie weken in de leer bij Mauve en werkte dagelijks bij hem op het atelier. Eigenlijk zou Mauve naar hem toekomen in Etten, maar toen dat maar niet gebeurde, had Vincent zelf de stoute schoenen aangetrokken en schreef aan Mauve: ""vind ge goed ik maar eens royaal voor een maand of zoo 't U wat lastig kom maken – dan ben ik na verloop van dien tijd door de allereerste petites misères van het schilderen & ga dan naar 't Heike terug.""

Mauve vond het goed en had direct wat ensembles voor Vincent klaargezet, zodat hij stillevens kon gaan schilderen.",https://www.vangoghroute.nl/nederland/den-haag/atelier-mauve/?v=mobile,"1838, 1888, 1856, 1894, 1881, 1881"
"Zijn vriend Anthon van Rappard kwam hem opzoeken en ze werkten samen. In die zomer logeerde Vincents nicht Kee Vos bij de familie en Vincent werd smoorverliefd op haar. Zijn liefde was zo sterk dat hij haar ten huwelijk vroeg. Haar antwoord 'neen, nooit, nimmer' bracht Vincent niet van de wijs. Ondanks dat beide families er sterk op tegen waren, bleef Vincent vasthoudend en probeerde hij haar voor zich te winnen. Het lukte hem niet.

De familie verhoudingen waren door dit voorval - en vele andere -destijds sterk verstoord en na een ruzie rond kerst met zijn vader, vertrok Vincent boos naar Den Haag.

Hij zou niet meer naar Etten terugkeren. Begin augustus 1882 verhuisde familie van Gogh naar Nuenen vader Van Gogh een beroep had aangenomen.",https://www.vangoghroute.nl/nederland/etten/?v=mobile,1882
"Bij het open atelier van de kunstenaar Fernand Cormon, waar Vincent in het voorjaar van 1886 lessen volgde, leerde hij de Australische kunstenaar John Peter Russell (1858-1930) kennen. Ze raakten bevriend en Russell maakte in zijn atelier aan de impasse Hélène nr. 15 een portret van Vincent. De bevriende kunstenaar Archibald Standish Hartrick noemde dit het meest gelijkende portret van hem dat hij kende: beter dan zelfportretten van Vincent of portretten die andere kunstenaars van hem hadden gemaakt. Vincent had het portret in zijn bezit en was er erg aan gehecht. Hij ruilde het werk wellicht tegen zijn schilderij Drie paar schoenen, dat in het bezit van Russell kwam.",https://www.vangoghroute.nl/frankrijk/parijs/atelier-russell/?v=mobile,"1886, 1858, 1930"
"Alhoewel er weinig bekend is over de vriendschap tussen Vincent en Toulouse-Lautrec moeten zij in de eerste maanden van 1887 intensief hebben samengewerkt. Toen Vincent uit Parijs weg ging in februari 1888, schreef hij Toulouse-Lautrec vermoedelijk vanuit Arles nog eens, maar voor zover bekend schreef die nooit terug en kwam er dus geen correspondentie tot stand. De vriendschap was echter geenszins over. Toen Vincent in Auvers-sur-Oise woonde en in juli 1890 zijn broer in Parijs bezocht, kwam Toulouse-Lautrec hem daar speciaal opzoeken en hadden ze veel plezier met elkaar. Ook schreef hij na het overlijden van Vincent aan Theo dat Vincent een goede vriend van hem was geweest.

Theo kocht in 1888 het werk Poudre de Riz, waarschijnlijk op aanraden van Vincent.",https://www.vangoghroute.nl/frankrijk/parijs/atelier-toulouse-lautrec/?v=mobile,"1887, 1888, 1890, 1888"
"Vincent van Gogh werd 37 jaar en woonde maar liefst in 21 verschillende plaatsen door heel Europa. Plaatsen in de periode waar Vincent van Gogh heeft gewoond:

Zundert (1853-1864)
Zevenbergen (1864-1866)
Tilburg (1866-1868)
Zundert (1868-1869)
Den Haag (1869-1873)
Londen (1873-1874 ; 1874-1875)
Helvoirt (1874)
Parijs (1874 ; 1875-1876)
Ramsgate (1876-1876)
Isleworth (1876-1876)
Etten (1876-1877)
Dordrecht (1877)
Amsterdam (1877-1878)
Brussel (1878)
Borinage (Pâturages, Wasmes, Cuesmes, Courrières) (1878-1880)
Brussel (1880-1881)
Den Haag (1881-1883)
Drenthe (Hoogeveen, Nieuw Amsterdam) 1883)
Nuenen (1883-1885)
Antwerpen (1885-1886)
Parijs (1886-1888)
Arles (1888-1889)
Provence (1888-1889)
Saint-Remy de Provence (1889-1890)
Auvers-sur-Oise (1890)",https://www.vangoghroute.nl/info/,"1853, 1864, 1864, 1866, 1866, 1868, 1868, 1869, 1869, 1873, 1873, 1874, 1874, 1875, 1874, 1874, 1875, 1876, 1876, 1876, 1876, 1876, 1876, 1877, 1877, 1877, 1878, 1878, 1878, 1880, 1880, 1881, 1881, 1883, 1883, 1883, 1885, 1885, 1886, 1886, 1888, 1888, 1889, 1888, 1889, 1889, 1890, 1890"
"Vincent bleef tot eind augustus 1879 bij de familie Denis wonen; daarna werd zijn contract door het Belgische Evangelisatie Comité niet verlengd en vertrok hij naar Cuesmes. De familie Denis behield een plek in Vincents hart blijkt uit een brief die hij in 1888 aan zijn vriend en kunstenaar Eugène Boch schreef:

""Als u ooit naar Petit-Wasmes gaat, wilt u dan informeren of Jean Baptiste Denis (boer) en Joseph Quinet (mijnwerker) er nog wonen en hun namens mij zeggen dat ik de Borinage nooit vergeten ben en dat ik het nu nog steeds graag zou terugzien.""",https://www.vangoghroute.nl/belgie/borinage/familie-denis/?v=mobile,"1879, 1888"
"Vincent bezocht de Onze-Lieve-Vrouwekathedraal om de schilderijen van Peter Paul Rubens (1577-1640) te bewonderen. In Musée Ancien had hij er al een paar bekeken. In totaal hingen in de kathedraal vier religieuze stukken van Rubens waarvan Vincent twee drieluiken besprak in zijn brieven, namelijk De Kruisoprichting (1609-1610) en De Kruisafneming (1612). Wat Vincent zo bewonderde in Rubens' werk was dat Rubens de menselijke smart zo goed kon uit drukken.",https://www.vangoghroute.nl/belgie/antwerpen/kathedraal/,"1577, 1640, 1609, 1610, 1612"
"Het Musée moderne was een van de eerste plekken die Vincent bezocht toen hij aankwam in Antwerpen. Hier zag hij onder andere schilderijen van Robert Mols, Henri de Braekeleer, landschappen van César de Cock en Henri Leys. Over de meeste schilderijen was Vincent tevreden maar hij zag ook ""horrible"" zaken. Hij vond het vooral interessant om te zien hoe karakter in de portretten werd weergegeven.",https://www.vangoghroute.nl/belgie/antwerpen/musee-moderne/,
"Vincent werkte als evangelist in de Belgische mijnstreek Borinage en besloot na een zware tijd in deze streek om te proberen om van kunstenaar zijn beroep te maken.

Nadat Vincent niet was toegelaten tot het vervolg van zijn studie aan de Vlaamse school voor evangelisten in Brussel vertrok hij begin december 1878 naar het dorpje Pâturage in de Belgische mijnstreek Borinage. Daar kon hij aan de slag als evangelist onder de mijnwerkers. De eerste week verbleef hij bij de koopman Benjamin Vanderhaegen die vervolgens onderdak voor hem vond bij de boer Jean Baptist Denis.",https://www.vangoghroute.nl/belgie/borinage/,1878
"Om gestalte te geven aan zijn wens om meer en beter te kunnen werken aan zee, bedacht Vincent uiteindelijk de oplossing van een pied-à-terre: hij mocht op zolder bij De Bock zijn schildersspullen bewaren als hij ging schilderen in Scheveningen.",https://www.vangoghroute.nl/nederland/den-haag/atelier-de-bock/,
"Jo en Theo correspondeerden intensief over de zoektocht naar een geschikte woning. Op 4 februari 1889 schreef Theo dat hij na het bezichtigen van talloze appartementen iets had gehuurd. Hij tekende een plattegrondje van de woning voor haar en beschreef na de tweede bezichtiging:

""Zo heeft de eetkamer twee ramen & is meer lang dan breed, maar het viel mij deze keer zeer mee & it is quite in my line, als buurt is het niet zoo deftig maar hier behoeft men dan ook geen verlakte laarzen aan te trekken.""

Vanaf 1 maart kon Theo het appartement gaan inrichten en op 20 april trokken hij en Jo erin. De woning lag in de wijk Montmartre, dichtbij de vestiging van Boussod, Valadon & Cie waar Theo als manager werkte. Zo kon hij thuis lunchen met zijn vrouw.

Vincent bezocht de woning twee maal: één keer in 1890 toen hij vanuit Saint-Rémy naar Auvers-sur-Oise verhuisde en een paar dagen in Parijs verbleef en eenmaal toen hij al in Auvers woonde en zijn broer ging bezoeken. In het appartement van Theo en Jo hingen doeken van Vincent en andere kunstenaars aan de muur.",https://www.vangoghroute.nl/frankrijk/parijs/theo-en-jo/,"1889, 1890"
"Vincent wandelde in mei 1877 vanuit het oostelijke stadsdeel Amsterdam waar hij woonde naar Zeeburg. Hij bezocht toen het Joodse kerkhof dat aan de Zeeburgerdijk lag. Hij schreef Theo erover:

""Het is zeer eenvoudig, vol regtopstaande oude zerken met Hebreeuwsche opschriften en vlierboomen hier en daar en begroeid met lang donkerkleurig gras.""

Blijkbaar vond hij het mooi, want een week later wandelde hij er nog eens naartoe.",https://www.vangoghroute.nl/nederland/amsterdam/begraafplaats/?v=mobile,1877
"Op 19 november 1876 preekte Vincent in de Methodistenkerk in Petersham, een dorpje aan de Theems. Toen hij aan het einde van de middag daar aankwam, had hij al een drukke dag achter de rug: 's ochtends was hij naar zondagsschool in Turnham Green geweest en 's middags had hij het dorpje Richmond bezocht. Onderaan de brief waarin hij over deze dag schreef, tekende hij het kerkje van Petersham en Turnham Green.

In de kerk las hij uiteenlopende passages uit het bijbelboek Handelingen voor en vertelde over de legende van Johannes en Theagenes. Een verrassende keus, want twee dagen voor zijn preek had hij zijn ouders nog geschreven dat hij twijfelde tussen het thema van de verloren zoon en psalm 42: ""Als een hert dat verlangt naar water, zo verlangt mijn ziel naar u"".

Uiteindelijk had hij blijkbaar voor iets heel anders gekozen. De toehoorders moesten vermoedelijk hun best doen om Vincent goed te verstaan, want hij bood de gemeenteleden zijn verontschuldigen aan over zijn Engels: ""Te Petersham zei ik tot de gemeente dat zij slecht Engelsch zouden hooren"".",https://www.vangoghroute.nl/engeland/isleworth/petersham/,1876
"In september 1866 kwam Vincent in Tilburg aan om daar onderwijs te volgen aan de Rijksschool Koning Willem II. De school huisde in een indrukwekkend gebouw dat oorspronkelijk bedoeld was als paleis voor koning Willem II (1792-1849) maar nooit die functie had gehad, omdat de koning stierf voordat het gebouw af was. Het pand werd daarom in 1864 aan de gemeente Tilburg geschonken onder de voorwaarde dat het gebruikt zou worden als HBS. Zo gebeurde het: in 1866 startte de HBS.",https://www.vangoghroute.nl/nederland/tilburg/hbs/?v=mobile,"1866, 1792, 1849, 1864, 1866"
"Van Gogh kwam zelf tot de conclusie dat hij rust nodig had en moest kunnen werken om mentaal enigszins gezond te blijven. In de laatste jaren maakte Van Gogh honderden werken. Als hij in de inrichting in Saint Remy zat mocht hij niet werken. Men pakte daar de schilderspullen van hem af. Hij heeft geprobeerd zich met de verf te vergiftigen. Uit de periodes dat hij wel goed was, probeerde hij hoop te putten. Hij besefte dat hij ook wel veel van zichzelf had gevergd. Werk was voor hem de beste remedie tegen zijn ziekte. Hij vond het vreselijk om de andere patiënten te zien die de hele dag niets deden.",https://www.vangoghroute.nl/frankrijk/arles/ziekenhuis/,
"In Montmartre keken ze uit over de stad: een uitzicht dat Vincent meerdere malen vastlegde op doek. Maar het liefst stond hij buiten op straat in Montmartre, waar de onderwerpen zich voor hem aandienden: straatgezichten, de molens op Montmartre, café's. In zijn atelier schilderde hij verder aan de doeken waarmee hij buiten was begonnen, werkte hij aan (zelf)portretten, maakte hij geïnspireerd door de kunstenaar Monticelli talloze bloemstillevens en werkte hij naar afgietsels van klassieke sculpturen die hij bezat.

Volgens Theo ging er geen dag voorbij dat Vincent geen bezoek kreeg of uitgenodigd werd bij kunstenaars op hun ateliers. Ook kreeg hij elke week een vers boeket met bloemen van een kennis, als voorbeeld voor een schilderij. Ondanks deze positieve berichten van Theo, was de sfeer aan de rue Lepic op den duur allesbehalve gemoedelijk en van een vertrouwelijke, vriendschappelijke band tussen de twee broers was geen sprake: Vincents karakter zorgde voor moeilijkheden in de omgang.",https://www.vangoghroute.nl/frankrijk/parijs/rue-lepic/,
"Een flink aantal familieleden van Vincent van Gogh kwam uit Breda en Vincent bracht bij hen een deel van zijn jeugd door.

Vincents opa, Vincent Ferdinand Jacob van Gogh (1789 - 1874), was predikant in zowel de Grote Kerk als bij de Koninklijk Militaire Academie. Hij woonde samen met zijn gezin in de Vissersstraat en later in de Reigerstraat. Zijn zoon Theodorus (Vincents vader) volgde hem op en werd later ook predikant, maar dan voornamelijk in het nabijgelegen Zundert (Vincents geboorteplaats), Etten-Leur en Nuenen.",https://www.vangoghbrabant.com/nl/home/van-gogh-brabant/erfgoedlocaties/breda,"1789, 1874"
"Naast het kerkje waar Vincents vader Theodoreus 'Dorus' van Gogh dominee was, staat een klein huisje dat in 1862/63 op aanraden van Vincents vader werd aangekocht door de Nederlandse Hervormde gemeente van Zundert. De woning werd in gebruik genomen als kosterswoning voor de kerk. Vincents vader zamelde geld in en droeg zelf een bedrag van tien gulden bij.",https://www.vangoghroute.nl/nederland/zundert/kosterswoning/?v=mobile,1862
"Vincent werkte in mei 1884 aan een aantal schilderijen van molens. Zo schilderde hij de Collse watermolen die hij passeerde als hij van Nuenen naar Eindhoven wandelde. Toen hij deze molen schilderde schreef hij zijn vriend Anthon van Rappard: ""het een dito geval als de twee andere watermolens die we zamen bezochten doch met twee roodedaken en dat men vlak van voren ziet – met populieren er om heen. Zal in den herfst superbe zijn.""",https://www.vangoghroute.nl/nederland/nuenen/collse-watermolen/?v=mobile,1884
"Vincent schreef een paar keer over Hyde Park, dat ongetwijfeld een bepaald poëtisch gevoel in hem opriep. Over het aanblik van het park in de vroege ochtend schreef hij:

""Toen het licht werd was ik in Hydepark en daar vielen de bladeren reeds van de boomen en de wilde wingerd was zoo prachtig rood tegen de huizen en het mistte."" Lees de hele brief

Met name de lange ruiterlaan in Hyde Park, Rotten Row, vond hij mooi. De naam Rotten Row is vermoedelijk een verbastering van Route du Roi, wat de herkomst van de laan verraadt. Het was oorspronkelijk een koninklijke rijweg die koning Willem III (1650-1702) in 1690 tussen St. James Palace en zijn nieuwe verblijf Kensington Palace had laten aanleggen. De laan had zich in de 18e eeuw ontwikkeld tot een ontmoetingsplaats voor welgestelde stedelingen die daar paard reden om te zien en gezien te worden.

Aan zijn Haagse vrienden Willem van Stockum (1846-1900) en Caroline van Stockum-Haanebeek (1852-1926) schreef Vincent:

""Een der mooiste dingen die ik hier gezien heb is Rotten Row in Hyde Park.""",https://www.vangoghroute.nl/engeland/londen/hyde-park/?v=mobile,"1650, 1702, 1690, 1846, 1900, 1852, 1926"
"Op 8 mei 1889 kwam Vincent aan in Saint-Rémy-de-Provence om zich daar vrijwillig te laten opnemen in de psychiatrische inrichting Saint-Paul-de-Mausole, gevestigd in een klooster. Sinds december 1888 had hij een aantal ernstige psychische crisissen gehad en hij vond het voor zijn eigen rust en die van anderen belangrijk om opgenomen te worden. Hij genoot een goede behandeling van zijn arts Théophile Peyron, die ervan overtuigd was dat Vincent geen psychische aandoening had maar leed aan epileptische aanvallen.

Een groot aantal kamers in de inrichting stond leeg en zodoende kreeg Vincent een extra kamer in gebruik als atelier.

Eind december kreeg Vincent opnieuw een aanval waarbij hij volledig buiten zichzelf raakte: hij wist niet wat hij deed, at vuil van de grond op en probeerde zichzelf te vergiftigen door verf en lampolie in te nemen. De aanvallen betekenden dat Vincent vaak lange tijd niet kon werken. In februari en maart leed hij opnieuw aan een psychische crisis. Hij besloot dat het tijd was om naar het noorden van Frankrijk te vertrekken om zo te ontsnappen aan het klimaat en de andere psychiatrische patiënten in Saint-Paul-de-Mausole. Hij werd genezen verklaard door dokter Peyron en op 16 mei 1890 vertrok hij naar Auvers-sur-Oise waar hij onder het toeziend oog van een andere arts weer op zichzelf kon gaan wonen.",https://www.vangoghroute.nl/frankrijk/saint-remy-de-provence/saint-paul-de-mausole/,"1889, 1888, 1890"
"Toen Vincent onderwijs aan de HBS Koning Willem II in Tilburg volgde, woonde hij in bij de familie Hannik aan Korvel 40A (nu Sint Annaplein 18-19). Hij en zijn vrouw Adriana waren lid van de hervormde kerk en dus een geschikte partij als kosthuis voor Vincent. Vermoedelijk vond Vincent dit adres door bemiddeling van de hervormde gemeente, of door bemiddeling van de school. In een wervingsadvertentie in het Weekblad van Tilburg had directeur Fles namelijk gezet dat hij ten behoeve van 'elders woonachtige ouders of voogden die hun kinderen of pupillen bij ingezetenen van Tilburg in de kost willen besteden' wilde bemiddelen 'voor plaatsing van Jonge Heeren voor kost, inwoning en huiselijk verkeer.'

De Hanniks hadden een zoon, Marinus, die enkele jaren ouder was dan Vincent en ook op de HBS zat. Uit het bevolkingsregister van Tilburg blijkt dat Vincent de enige kostganger was die de Hanniks ooit in huis hadden gehad, ze hadden dus geen kosthuis in de gebruikelijke zin. Over Vincents verblijf bij de Hanniks is verder weinig bekend.",https://www.vangoghroute.nl/nederland/tilburg/familie-hannink/?v=mobile,
"Margaretha 'Margot' Begemann (1841-1907) was het buurmeisje van Vincent in Nuenen. Toen Vincents moeder in juli 1884 op bed lag om van haar gebroken dijbeen te herstellen, nam Margot de naailessen over die mevrouw Van Gogh normaal gaf. In die periode ontstond een verliefdheid tussen Vincent en Margot en Vincent deed haar zelfs een huwelijksaanzoek.

Margot had veel last van nervositeit en stemmingswisselingen. Tijdens een wandeling in september 1884 kreeg zij een aanval en Vincent ontdekte dat zij een zelfmoordpoging had gedaan door vergif in te nemen.

Hij dwong haar direct over te geven om zo het vergif kwijt te raken. Vervolgens consulteerde hij een dokter. Omdat niemand in het dorp van het voorval mocht weten, werd zij naar een arts in Utrecht gebracht onder het mom van een zakenreis. Toen Margot in Utrecht verbleef, bezocht Vincent haar. Zij zou uiteindelijk pas in maart 1885 terugkeren naar Nuenen.",https://www.vangoghroute.nl/nederland/nuenen/margot/?v=mobile,"1841, 1907, 1884, 1884, 1885"
"Op 8 mei 1889 kwam Vincent aan in Saint-Rémy-de-Provence om zich daar vrijwillig te laten opnemen in de psychiatrische inrichting Saint-Paul-de-Mausole, gevestigd in een klooster. Sinds december 1888 had hij een aantal ernstige psychische crisissen gehad en hij vond het voor zijn eigen rust en die van anderen belangrijk om opgenomen te worden. Hij genoot een goede behandeling van zijn arts Théophile Peyron, die ervan overtuigd was dat Vincent geen psychische aandoening had maar leed aan epileptische aanvallen. Onderdeel van zijn behandeling was dat hij twee maal per week twee uur in wisselend hete en koude baden moest; in de negentiende eeuw werd deze zogenaamde hydrotherapie regelmatig gebruikt voor geesteszieken.

Hoewel Vincent als voorwaarde voor zijn opname had gesteld dat hij buiten de inrichting zou mogen werken, bleek hij daar de eerste weken van zijn verblijf helemaal geen behoefte aan te hebben. Hij had genoeg aan het uitzicht vanuit zijn slaapkamer en de tuin van de inrichting.

Hij hield contact met Paul Gauguin, Émile Bernard en met zijn broer Theo en bleef zodoende op de hoogte van ontwikkelingen in de kunstwereld en correspondeerde uitvoerig met hen over zijn werk. Ook hield hij contact met zijn vrienden Roulin en de familie Ginoux. Na enkele weken kreeg hij verlof om ook buiten de inrichting te werken en waagde hij het erop ook de omgeving in te trekken en buiten te schilderen. Hij was productief en stuurde veel van zijn werk naar Theo, die zeer enthousiast was over wat hij maakte.",https://www.vangoghbrabant.com/nl/home/van-gogh-brabant/nieuws/van-goghtuin-in-princenhage,"1889, 1888"
